slug,desa,kecamatan,kabupaten,provinsi,last_scraped,hero_ada_foto,pengurus_jumlah_foto,pengurus_jumlah_orang,unit_usaha_ada_data,unit_usaha_jumlah_foto,unit_usaha_jumlah_foto_unik,produk_usaha_jumlah_foto,produk_usaha_jumlah_foto_unik,galeri_jumlah_foto,galeri_jumlah_foto_unik,galeri_skor,artikel_jumlah_foto,artikel_jumlah_foto_unik,completeness_score,scrape_incomplete,potensi_jumlah_terisi,penduduk_laki_laki,penduduk_perempuan,penduduk_total,potensi_nilai_total_rp,potensi_sdm_total,potensi_jumlah_jenis,kode_desa,artikel_tanggal_lokal_terbaru,artikel_hari_sejak_update_lokal,artikel_jumlah_lokal,artikel_jumlah_nasional,artikel_ada_nasional,tentang_ada_konten,potensi_ada_data,pengurus_terisi,pengurus_foto_asli,produk_usaha_ada,artikel_ada_lokal,pengurus_data_belum_ada,personel_completeness,keaktifan_score,kelengkapan_usaha_score,kopdes_density_kecamatan,penduduk_total_calc,penduduk_data_konsisten,kopdes_per_1000_penduduk,kopdes_per_1000_penduduk_log,kopdes_lq_kecamatan,personel_completeness_zscore_kabupaten,keaktifan_score_zscore_kabupaten,kelengkapan_usaha_score_zscore_kabupaten,digital_readiness_score,potensi_nilai_outlier_suspect,potensi_nilai_total_rp_capped,lof_outlier,pengurus_jumlah_foto_capped,unit_usaha_jumlah_foto_capped,unit_usaha_jumlah_foto_unik_capped,produk_usaha_jumlah_foto_capped,produk_usaha_jumlah_foto_unik_capped,galeri_jumlah_foto_capped,galeri_jumlah_foto_unik_capped,artikel_jumlah_foto_capped,artikel_jumlah_foto_unik_capped,potensi_sdm_total_capped,penduduk_total_capped,cluster_k7,publikasi_konten_score,kelengkapan_profil_score,indeks_digitalisasi_operasional,log_potensi_nilai,log_potensi_jumlah
masagena-kecamatan-konda,Masagena,Konda,Kabupaten Konawe Selatan,Sulawesi Tenggara,2026-07-23 14:06:58,False,0,5,False,0,0,0,0,0,0,0,0,0,15.0,False,0,6580,5950,1253,0,0,0,74.05.07.2011,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,5,12530,False,0.09138762977043427,0.0874499414290837,1.223,-0.77,-0.372,-0.732,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253.0,5,0.0,0.0,0.0,0.0,0.0
masakambing-kecamatan-masalembu,Masakambing,Masalembu,Kabupaten Sumenep,Jawa Timur,2026-07-23 12:59:07,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,6260,6720,1298,0,0,0,35.29.23.2003,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,4,12980,False,0.10630099125674347,0.10102201006912259,0.342,-0.9,-0.451,-0.749,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.0,5,0.0,0.0,0.0,0.0,0.0
masalima-kecamatan-masalembu,Masalima,Masalembu,Kabupaten Sumenep,Jawa Timur,2026-07-23 12:59:07,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,5898,6131,12029,0,0,0,35.29.23.2002,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,4,12029,True,0.10630099125674347,0.10102201006912259,0.342,-0.9,-0.451,-0.749,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12029.0,5,0.0,0.0,0.0,0.0,0.0
masamba-kecamatan-masamba,Masamba,Masamba,Kabupaten Luwu Utara,Sulawesi Selatan,2026-07-23 14:03:05,False,0,4,False,0,0,0,0,0,0,0,0,0,15.0,False,0,5200,5400,106,0,0,0,73.22.03.2012,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,7,10600,False,0.09137069089295272,0.08743442081251197,1.721,-0.617,-0.337,-0.692,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,5,0.0,0.0,0.0,0.0,0.0
masaran-kecamatan-banyuates,Masaran,Banyuates,Kabupaten Sampang,Jawa Timur,2026-07-23 12:54:09,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,1888,2023,3911,0,0,0,35.27.09.2017,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,17,3911,True,0.1681586626440477,0.1554287164852761,1.556,-0.574,-0.515,-1.325,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3911.0,5,0.0,0.0,0.0,0.0,0.0
masaran-kecamatan-bawang,Masaran,Bawang,Kabupaten Banjarnegara,Jawa Tengah,2026-07-23 12:01:28,True,5,6,True,1,1,0,0,20,1,1,0,0,56.0,False,0,1611,1558,3169,0,0,0,33.04.05.2009,,,0,3,True,True,False,True,True,False,False,False,0.8333333333333334,0.02882,0.5444666666666667,11,3169,True,0.14894654173211286,0.13884547187660737,2.155,1.524,-0.393,-0.603,0.5852506413333334,False,0.0,False,5,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,3169.0,0,0.0,1.0,0.7046514400000001,0.0,0.0
masaran-kecamatan-bendungan,Masaran,Bendungan,Kabupaten Trenggalek,Jawa Timur,2026-07-23 12:01:28,False,6,6,True,1,1,0,0,20,1,1,2,2,66.0,False,10,1167,1163,233,16748050000,3892,10,35.03.09.2001,2025-12-23,218.0,1,1,True,True,True,True,True,False,True,False,1.0,0.6634349425572943,0.5444666666666667,8,2330,False,0.27802877597831377,0.2453188721168084,0.77,0.601,1.055,0.114,0.7760672286947785,False,16748050000.0,False,6,1.0,1.0,0.0,0.0,20.0,1.0,2.0,2.0,2263.199999999997,233.0,2,0.9021201102290164,0.4748,0.7371383511895584,23.541547670589658,2.3978952727983707
masaran-kecamatan-masaran,Masaran,Masaran,Kabupaten Sragen,Jawa Tengah,2026-07-23 12:01:28,False,0,6,True,1,1,0,0,20,1,1,0,0,26.0,False,0,4379,4289,8668,0,0,0,33.14.03.2008,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,9,8668,True,0.16105076678059516,0.14932542853030556,1.781,-0.279,-0.3,-0.331,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,8668.0,6,0.0,0.0,0.11695143999999999,0.0,0.0
masaran-kecamatan-munjungan,Masaran,Munjungan,Kabupaten Trenggalek,Jawa Timur,2026-07-23 12:01:28,True,6,6,True,1,1,0,0,20,1,1,8,8,66.0,False,17,46,4393,8993,55539024400,2768,17,35.03.02.2005,2025-11-08,263.0,2,6,True,False,True,True,True,False,True,False,1.0,0.6604780430669783,0.5444666666666667,8,4439,False,0.25232613152499606,0.22500272719517933,0.77,0.601,1.043,0.114,0.7755367609262158,False,55539024400.0,False,6,1.0,1.0,0.0,0.0,20.0,1.0,8.0,8.0,2263.199999999997,8993.0,2,0.8983742387377422,0.5252,0.7511726500980609,24.74035175297039,2.8903717578961645
masarang-kecamatan-tondano-barat,Masarang,Tondano Barat,Kabupaten Minahasa,Sulawesi Utara,2026-07-23 13:45:15,True,0,6,False,0,0,0,0,0,0,0,0,0,25.0,False,0,5020,4340,9360,0,0,0,71.02.01.1007,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,1,9360,True,0.10683760683760683,0.10150694634183631,0.288,-0.578,-0.515,-0.837,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9360.0,5,0.0,0.5252,0.15162524,0.0,0.0
masawoy-kecamatan-ambalau,Masawoy,Ambalau,Kabupaten Buru Selatan,Maluku,2026-07-23 14:17:01,True,4,6,True,1,1,0,0,20,1,1,0,0,61.0,False,2,5090,5120,1021,350000000,145,2,81.09.03.2002,,,0,3,True,False,True,True,True,False,False,False,0.6666666666666666,0.02882,0.5444666666666667,4,10210,False,0.07958615200955034,0.07657777511533957,2.0,1.551,0.086,1.354,0.5082839746666666,False,350000000.0,False,4,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,145.0,1021.0,0,0.0,0.5252,0.50777668,19.673443715304877,1.0986122886681098
masgo-kecamatan-gunung-raya,Masgo,Gunung Raya,Kabupaten Kerinci,Jambi,2026-07-23 12:01:28,True,0,3,False,0,0,0,0,0,0,0,0,0,25.0,False,0,1800,1880,3680,0,0,0,15.01.01.2005,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,2,3680,True,0.13271400132714,0.12461652416794515,0.773,-0.454,-0.298,-0.639,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3680.0,5,0.0,0.5252,0.15162524,0.0,0.0
masin-kecamatan-warungasem,Masin,Warungasem,Kabupaten Batang,Jawa Tengah,2026-07-23 12:01:28,True,0,5,True,1,1,0,0,20,1,1,0,0,51.0,False,2,1833,1841,3674,100000000,50,2,33.25.12.2008,,,0,3,True,False,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,18,3674,True,0.15460862544342613,0.1437614341203657,1.102,-0.587,-0.33,-0.27,0.200417308,False,100000000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,50.0,3674.0,3,0.0,0.5252,0.26857668,18.420680753952364,1.0986122886681098
masing-kecamatan-lilirilau,Masing,Lilirilau,Kabupaten Soppeng,Sulawesi Selatan,2026-07-23 13:59:29,False,0,5,False,0,0,0,0,0,0,0,0,0,15.0,False,0,1046,1158,2204,0,0,0,73.12.03.2009,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,12,2204,True,0.169548999660902,0.15661820412156466,1.391,-0.59,-0.784,-1.277,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2204.0,5,0.0,0.0,0.0,0.0,0.0
masiri-kecamatan-batauga,Masiri,Batauga,Kabupaten Buton Selatan,Sulawesi Tenggara,2026-07-23 14:10:13,True,0,6,False,0,0,0,0,0,0,0,0,0,40.0,False,3,1506,1468,2974,21000000000,725,3,74.15.01.1004,,,0,3,True,False,True,True,False,False,False,False,0.0,0.0,0.0,10,2974,True,0.11289102629232002,0.10696115760982279,1.739,-0.209,-0.655,-0.779,0.0,False,21000000000.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,2974.0,1,0.0,0.5252,0.15162524,23.767788274717454,1.3862943611198906
maskuning-kulon-kecamatan-pujer,Maskuning Kulon,Pujer,Kabupaten Bondowoso,Jawa Timur,2026-07-23 12:26:58,True,0,6,False,0,0,0,0,0,0,0,0,0,25.0,False,0,2239,2282,4521,0,0,0,35.11.05.2004,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,10,4521,True,0.21505376344086022,0.19478832555908462,1.77,-0.736,-0.384,-0.78,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4521.0,5,0.0,0.5252,0.15162524,0.0,0.0
maskuning-wetan-kecamatan-pujer,Maskuning Wetan,Pujer,Kabupaten Bondowoso,Jawa Timur,2026-07-23 12:27:01,False,0,5,False,0,0,0,0,0,0,0,0,0,15.0,False,0,1586,1662,3248,0,0,0,35.11.05.2005,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,10,3248,True,0.21505376344086022,0.19478832555908462,1.77,-0.736,-0.384,-0.78,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3248.0,5,0.0,0.0,0.0,0.0,0.0
maspul-kecamatan-sebatik-tengah,Maspul,Sebatik Tengah,Kabupaten Nunukan,Kalimantan Utara,2026-07-23 13:44:34,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,4810,4430,9240,0,0,0,65.03.12.2002,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,3,9240,True,0.1205836247437598,0.11384964310613557,1.737,-0.346,-0.414,-0.503,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9240.0,5,0.0,0.0,0.0,0.0,0.0
masria-baru-kecamatan-semidang-gumay,Masria Baru,Semidang Gumay,Kabupaten Kaur,Bengkulu,2026-07-23 12:01:28,False,0,3,False,0,0,0,0,0,0,0,0,0,15.0,False,0,1690,1630,3320,0,0,0,17.04.08.2013,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,5,3320,True,0.1960015680125441,0.17898396657485824,1.087,-0.634,-0.262,-0.211,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3320.0,5,0.0,0.0,0.0,0.0,0.0
massenreng-pulu-kecamatan-sibulue,Massenreng Pulu,Sibulue,Kabupaten Bone,Sulawesi Selatan,2026-07-23 13:57:53,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,7220,8130,1535,0,0,0,73.08.08.2003,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,7,15350,False,0.08832361773538244,0.08463854697791079,1.588,-0.875,-0.313,-0.647,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.0,5,0.0,0.0,0.0,0.0,0.0
massenrengpulu-kecamatan-lamuru,Massenreng pulu,Lamuru,Kabupaten Bone,Sulawesi Selatan,2026-07-23 13:58:08,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,1286,1305,2591,0,0,0,73.08.13.2008,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,1,2591,True,0.38595137012736397,0.3263868136639729,0.227,-0.875,-0.313,-0.647,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2591.0,5,0.0,0.0,0.0,0.0,0.0
massulowalie-kecamatan-mattiro-sompe,Massulowalie,Mattiro Sompe,Kabupaten Pinrang,Sulawesi Selatan,2026-07-23 14:01:04,False,0,5,False,0,0,0,0,0,0,0,0,0,15.0,False,0,1475,1521,2996,0,0,0,73.15.01.2003,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,4,2996,True,0.2879147772259411,0.25302445874300017,1.029,-0.513,-0.263,-0.682,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2996.0,5,0.0,0.0,0.0,0.0,0.0
mastur-kecamatan-kei-kecil-timur,Mastur,Kei Kecil Timur,Kabupaten Maluku Tenggara,Maluku,2026-07-23 14:16:10,False,0,6,False,0,0,0,0,0,0,0,0,0,40.0,False,1,3030,3230,6260,50000000,50,1,81.02.13.2006,,,0,3,True,True,True,True,False,False,False,False,0.0,0.0,0.0,6,6260,True,0.1568627450980392,0.14571181118139367,0.968,-0.434,-0.158,-0.258,0.0,False,50000000.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6260.0,1,0.0,0.4748,0.13707476000000002,17.72753358339242,0.6931471805599453
mata-air-kecamatan-kaubun,Mata Air,Kaubun,Kabupaten Kutai Timur,Kalimantan Timur,2026-07-23 13:43:32,False,0,6,True,1,1,0,0,20,1,1,0,0,51.0,False,1,5060,4240,9300,100000000,5,1,64.08.15.2007,,,0,3,True,True,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,2,9300,True,0.10442773600668337,0.09932731485365844,0.739,-0.557,-0.119,1.162,0.200417308,False,100000000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,5.0,9300.0,3,0.0,0.4748,0.2540262,18.420680753952364,0.6931471805599453
mata-air-kecamatan-kupang-tengah,Mata Air,Kupang Tengah,Kabupaten Kupang,Nusa Tenggara Timur,2026-07-23 13:21:49,False,0,7,False,0,0,0,0,0,0,0,0,0,15.0,False,0,3158,3096,6254,0,0,0,53.01.08.2013,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,2,6254,True,0.2278682921271505,0.2052795700047141,1.429,-0.392,-0.267,-0.393,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6254.0,5,0.0,0.0,0.0,0.0,0.0
mata-allo-kecamatan-bontomarannu,Mata Allo,Bontomarannu,Kabupaten Gowa,Sulawesi Selatan,2026-07-23 13:56:35,True,4,6,False,0,0,0,0,0,0,0,0,0,45.0,False,0,1009,1013,2022,0,0,0,73.06.06.2013,,,0,3,True,True,False,True,True,False,False,False,0.6666666666666666,0.0,0.0,1,2022,True,0.4945598417408506,0.4018317432522681,0.304,0.805,-0.383,-0.715,0.3078666666666666,False,0.0,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,4,0.0,1.0,0.5279,0.0,0.0
mata-dimba-kecamatan-wawonii-timur-laut,Mata Dimba,Wawonii Timur Laut,Kabupaten Konawe Kepulauan,Sulawesi Tenggara,2026-07-23 14:09:46,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,2420,2350,4770,0,0,0,74.12.03.2006,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,2,4770,True,0.2564102564102564,0.22825865198098017,1.0,,-1.62,-1.62,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4770.0,5,0.0,0.0,0.0,0.0,0.0
mata-kecamatan-kambowa,Mata,Kambowa,Kabupaten Buton Utara,Sulawesi Tenggara,2026-07-23 14:09:14,False,0,3,True,1,1,0,0,20,1,1,0,0,36.0,False,0,3670,3340,7010,0,0,0,74.10.02.2008,,,0,3,True,True,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,2,7010,True,0.1152073732718894,0.10904037261622684,0.714,-0.912,-0.267,-0.267,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,7010.0,6,0.0,0.4748,0.2540262,0.0,0.0
mata-kecamatan-kendari,Mata,Kendari,Kota Kendari,Sulawesi Tenggara,2026-07-23 14:10:33,True,3,3,True,2,2,0,0,40,2,2,0,0,72.0,False,1,7750,8050,158,100000000,5,1,74.71.02.1015,,,0,3,True,True,True,True,True,False,False,False,1.0,0.05764,0.6266333333333334,4,15800,False,0.14188422247446084,0.132679724723505,2.222,1.333,-0.49,-0.481,0.697012536,False,100000000.0,False,3,2.0,2.0,0.0,0.0,40.0,2.0,0.0,0.0,5.0,158.0,0,0.0,1.0,0.78210084,18.420680753952364,0.6931471805599453
mata-kecamatan-tarano,Mata,Tarano,Kabupaten Sumbawa,Nusa Tenggara Barat,2026-07-23 13:20:54,True,0,6,True,1,1,0,0,20,1,1,0,0,36.0,False,0,1463,1429,2892,0,0,0,52.04.25.2005,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,2,2892,True,0.4448398576512455,0.36799849026798687,0.968,-0.495,0.061,1.747,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,2892.0,6,0.0,0.5252,0.26857668,0.0,0.0
mata-wae-kecamatan-satar-mese-utara,Mata Wae,Satar Mese Utara,Kabupaten Manggarai,Nusa Tenggara Timur,2026-07-23 13:23:29,False,0,3,False,0,0,0,0,0,0,0,0,0,15.0,False,0,7120,7030,1415,0,0,0,53.10.18.2011,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,2,14150,False,0.06615944426066821,0.0640628870359798,1.6,,-1.095,-1.095,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.0,5,0.0,0.0,0.0,0.0,0.0
mata-wawatu-kecamatan-moramo-utara,Mata Wawatu,Moramo Utara,Kabupaten Konawe Selatan,Sulawesi Tenggara,2026-07-23 14:07:34,True,4,6,True,1,1,0,0,20,1,1,0,0,56.0,False,0,3920,3600,7520,0,0,0,74.05.16.2009,,,0,3,True,True,False,True,True,False,False,False,0.6666666666666666,0.02882,0.5444666666666667,6,7520,True,0.08614501076812635,0.08263474000855021,1.468,0.875,-0.177,1.153,0.5082839746666666,False,0.0,False,4,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,7520.0,0,0.0,1.0,0.64485144,0.0,0.0
matabaho-kecamatan-landawe,Matabaho,Landawe,Kabupaten Konawe Utara,Sulawesi Tenggara,2026-07-23 14:09:11,False,0,5,False,0,0,0,0,0,0,0,0,0,15.0,False,0,1270,1150,2420,0,0,0,74.09.13.2008,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,1,2420,True,0.4132231404958678,0.34587301090591877,0.4,-0.292,-0.263,-0.263,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420.0,5,0.0,0.0,0.0,0.0,0.0
matabondu-kecamatan-angata,Matabondu,Angata,Kabupaten Konawe Selatan,Sulawesi Tenggara,2026-07-23 14:06:43,True,0,3,True,1,1,0,0,20,1,1,0,0,61.0,False,10,4560,4090,8650,500000000,71,10,74.05.02.2020,,,0,3,True,True,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,5,8650,True,0.15644555694618273,0.1453511258754095,1.223,-0.77,-0.177,1.153,0.200417308,False,500000000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,71.0,8650.0,3,0.0,1.0,0.40565144,20.030118658386467,2.3978952727983707
matabondu-kecamatan-tirawuta,Matabondu,Tirawuta,Kabupaten Kolaka Timur,Sulawesi Tenggara,2026-07-23 14:09:25,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,5060,4830,9890,0,0,0,74.11.01.2014,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,6,9890,True,0.09932130441979806,0.09469299340197243,2.276,-0.353,-0.269,-0.768,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9890.0,5,0.0,0.0,0.0,0.0,0.0
matabubu-kecamatan-baito,Matabubu,Baito,Kabupaten Konawe Selatan,Sulawesi Tenggara,2026-07-23 14:07:41,False,3,6,False,0,0,0,0,0,0,0,0,0,25.0,False,0,6120,5440,1156,0,0,0,74.05.20.2003,,,0,3,True,False,False,True,True,False,False,False,0.5,0.0,0.0,4,11560,False,0.08011215701982775,0.07706488483661772,0.979,0.464,-0.372,-0.732,0.2309,False,0.0,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.0,4,0.0,0.0,0.1794,0.0,0.0
mataiwoi-kecamatan-amonggedo,Mataiwoi,Amonggedo,Kabupaten Konawe,Sulawesi Tenggara,2026-07-23 14:05:51,True,0,6,True,1,1,0,0,20,1,1,0,0,36.0,False,0,3580,3090,6670,0,0,0,74.02.28.2014,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,3,6670,True,0.1518987341772152,0.14141165404982856,1.404,-0.429,1.201,1.201,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,6670.0,6,0.0,0.5252,0.26857668,0.0,0.0
mataiwoi-kecamatan-andoolo-barat,Mataiwoi,Andoolo Barat,Kabupaten Konawe Selatan,Sulawesi Tenggara,2026-07-23 14:07:55,False,0,3,False,0,0,0,0,0,0,0,0,0,15.0,False,0,4480,4280,8760,0,0,0,74.05.25.2010,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,2,8760,True,0.1260239445494644,0.11869279463301896,0.489,-0.77,-0.372,-0.732,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,5,0.0,0.0,0.0,0.0,0.0
mataiwoi-kecamatan-andowia,Mataiwoi,Andowia,Kabupaten Konawe Utara,Sulawesi Tenggara,2026-07-23 14:09:06,False,0,6,True,1,1,0,0,20,1,1,0,0,26.0,False,0,3670,3870,7540,0,0,0,74.09.09.2007,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,2,7540,True,0.15337423312883436,0.14269176202318687,0.8,-0.292,3.679,3.679,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,7540.0,6,0.0,0.0,0.11695143999999999,0.0,0.0
mataiwoi-kecamatan-angata,Mataiwoi,Angata,Kabupaten Konawe Selatan,Sulawesi Tenggara,2026-07-23 14:06:49,True,6,6,True,7,7,0,0,140,7,7,1,1,82.0,False,17,3460,3280,6740,15439390000,841,17,74.05.02.2017,2025-11-24,247.0,1,0,False,True,True,True,True,False,True,False,1.0,0.6623848551694382,0.7088,5,6740,True,0.15644555694618273,0.1453511258754095,1.223,1.697,4.103,1.725,0.8351286830173972,False,15439390000.0,False,6,4.51135192126215,4.51135192126215,0.0,0.0,110.84863792578126,4.51135192126215,1.0,1.0,841.0,6740.0,2,0.6306976736680131,1.0,0.8866603794314523,23.460187873055336,2.8903717578961645
mataiwoi-kecamatan-kolono,Mataiwoi,Kolono,Kabupaten Konawe Selatan,Sulawesi Tenggara,2026-07-23 14:07:04,True,5,5,False,0,0,0,0,0,0,0,0,0,35.0,False,0,3300,3030,6330,0,0,0,74.05.09.2007,,,0,3,True,False,False,True,True,False,False,False,1.0,0.0,0.0,6,6330,True,0.14847809948032667,0.13843767416270214,1.468,1.697,-0.372,-0.732,0.4618,False,0.0,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6330.0,4,0.0,0.5252,0.51042524,0.0,0.0
mataiwoi-kecamatan-loea,Mataiwoi,Loea,Kabupaten Kolaka Timur,Sulawesi Tenggara,2026-07-23 14:09:29,False,0,5,False,0,0,0,0,0,0,0,0,0,15.0,False,0,3990,3400,7390,0,0,0,74.11.02.2007,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,4,7390,True,0.09523809523809525,0.0909717782057267,1.517,-0.353,-0.269,-0.768,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7390.0,5,0.0,0.0,0.0,0.0,0.0
mataiwoi-kecamatan-molawe,Mataiwoi,Molawe,Kabupaten Konawe Utara,Sulawesi Tenggara,2026-07-23 14:08:54,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,2690,2450,5140,0,0,0,74.09.04.2007,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,1,5140,True,0.19455252918287938,0.17777166269197736,0.4,-0.292,-0.263,-0.263,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5140.0,5,0.0,0.0,0.0,0.0,0.0
mataiwoi-kecamatan-mowila,Mataiwoi,Mowila,Kabupaten Konawe Selatan,Sulawesi Tenggara,2026-07-23 14:07:27,False,0,8,False,0,0,0,0,0,0,0,1,1,45.0,False,3,4730,4340,9070,2500000000,160,3,74.05.15.2016,2025-09-27,305.0,1,0,False,True,True,True,False,False,True,False,0.0,0.4580582990575066,0.0,3,9070,True,0.1314060446780552,0.12346114656604497,0.734,-0.77,2.723,-0.732,0.0821756588509166,False,2500000000.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,160.0,9070.0,1,0.627420962088199,0.4748,0.22353336857575384,21.639556569220566,1.3862943611198906
mataiwoi-kecamatan-ngapa,Mataiwoi,Ngapa,Kabupaten Kolaka Utara,Sulawesi Tenggara,2026-07-23 14:08:41,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,4450,4090,8540,0,0,0,74.08.06.2015,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,5,8540,True,0.11761385020700037,0.11119592169610137,2.619,-0.408,-0.494,-1.746,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8540.0,5,0.0,0.0,0.0,0.0,0.0
